Metric,System Boundary,Source Category,Source Detail,CO2_fossil,CO2_biogenic,CH4_fossil,CH4_biogenic,N2O,NF3,SF6,MJ,Unit,Subregion,MJ/unit,Notes,Nprop,P fraction,P2O5 fraction,S fraction,NO3 fraction,NH4 fraction,Urea fraction,NH3 fraction,Ca fraction,K fraction,FR_sn
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),590.9693247,NA,0.627656751,0.002960003,0.008409509,7.63e-10,2.22e-7,0,MWh,RFCM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),486.0904152,NA,0.521207941,0.001859391,0.006145415,4.53e-10,1.42e-7,0,MWh,RFCW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),547.2036098,NA,0.510714838,0.001528428,0.00705596,2.61e-9,6.48e-7,0,MWh,RMPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),463.7984985,NA,0.426576499,0.001028211,0.007023915,1.45e-9,9.47e-7,0,MWh,SPNO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),473.5587985,NA,0.497966005,0.002827826,0.005381156,1.28e-9,7.39e-7,0,MWh,SPSO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),391.7719619,NA,0.548574607,0.003372924,0.00338038,2.46e-10,6.51e-10,0,MWh,SRMV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),663.2364757,NA,0.632650068,9.61e-4,0.010938743,9.53e-10,2.57e-7,0,MWh,SRMW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),436.8507467,NA,0.54562209,0.004796316,0.00543604,1.53e-9,1.32e-9,0,MWh,SRSO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),453.8107203,NA,0.485311765,0.001885547,0.006143663,3.4e-10,7.38e-10,0,MWh,SRTV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with electricity generation and distribution,Crop Drying | Electricity (grid),306.5807928,NA,0.394709867,0.003487769,0.004097228,2.62e-9,1.29e-8,0,MWh,SRVC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Crop Transportation | Biodiesel (on-road heavy-duty truck),0,0,0,0,0,NA,NA,74.33730942,gallon,NA,126.1319,"converting 119,550 btu/gallon to MJ based on B100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Field Operations | Diesel (ag equipment),0,0,0,0,0,NA,NA,15.93910016,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Irrigation Operations | Diesel (ag equipment),0,0,0,0,0,NA,NA,15.93910016,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Crop Drying | Diesel (ag equipment),0,0,0,0,0,NA,NA,15.93910016,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Crop Transportation | Diesel (on-road medium-heavy duty truck),0,0,0,0,0,NA,NA,15.93910016,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Irrigation Operations | Gasoline,0,0,0,0,0,NA,NA,26.9325717,gallon,NA,118.2865,converting 112114 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Crop Drying | Gasoline,0,0,0,0,0,NA,NA,26.9325717,gallon,NA,118.2865,converting 112114 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Irrigation Operations | LPG,0,0,0,0,0,NA,NA,12.69749595,gallon,NA,88.88846,converting 84250 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Crop Drying | LPG,0,0,0,0,0,NA,NA,12.69749595,gallon,NA,88.88846,converting 84250 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Irrigation Operations | Natural gas,0,0,0,0,0,NA,NA,0.109477153,SCF,NA,1.076157,"converting 1,020 btu/scf to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Crop Drying | Natural gas,0,0,0,0,0,NA,NA,0.109477153,SCF,NA,1.076157,"converting 1,020 btu/scf to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fuels,Manure Transportation | Diesel (on-road medium-heavy duty truck),0,0,0,0,0,NA,NA,15.93910016,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with transportation of agricultural inputs,Agricultural Input Transportation | Diesel (on-road medium-heavy duty truck),0,0,0,0,0,NA,NA,160.88370015605662,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ. Here sums upstream plus combustion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Crop Transportation | Biodiesel (on-road heavy-duty truck),2.2449397590059887,0,0.003703666,0,0.00109765,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Field Operations | Diesel (ag equipment),0.974700636,0,0.002328975,0,1.95308259015386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Irrigation Operations | Diesel (ag equipment),0.974700636,0,0.002328975,0,1.95308259015386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Crop Drying | Diesel (ag equipment),0.974700636,0,0.002328975,0,1.95308259015386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Crop Transportation | Diesel (on-road medium-heavy duty truck),0.974700636,0,0.002328975,0,1.95308259015386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Irrigation Operations | Gasoline,1.681120215,0,0.004676775,0,3.23242132524427e-4,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Crop Drying | Gasoline,1.681120215,0,0.004676775,0,3.23242132524427e-4,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Irrigation Operations | LPG,0.913986282,0,0.002550562,0,1.52436124826045e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Crop Drying | LPG,0.913986282,0,0.002550562,0,1.52436124826045e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Irrigation Operations | Natural gas,0.006135162,0,1.95219455375257e-4,0,1.31225883816239e-6,NA,NA,0,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Crop Drying | Natural gas,0.006135162,0,1.95219455375257e-4,0,1.31225883816239e-6,NA,NA,0,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of fuels,Manure Transportation | Diesel (on-road medium-heavy duty truck),0.974700636,0,0.002328975,0,1.95308259015386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with transportation of agricultural inputs,Agricultural Input Transportation | Diesel (on-road medium-heavy duty truck),11.178464042730395,0,0.003238419,0,3.245452325951636e-4,NA,NA,0,gallon,NA,NA,Summing upstream + combustion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with mobile machinery,Field Operations | Diesel (ag equipment),0,0,0,0,0,NA,NA,144.9446,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with mobile machinery,Crop Transportation | Diesel (on-road medium-heavy duty truck),0,0,0,0,0,NA,NA,144.9446,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Post-Harvest,Energy use associated with mobile machinery,Crop Transportation | Diesel (on-road medium-heavy duty truck),0,0,0,0,0,NA,NA,144.9446,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with mobile machinery,Crop Transportation | Biodiesel (on-road heavy-duty truck),0,0,0,0,0,NA,NA,126.1319,gallon,NA,126.1319,"converting 119,550 btu/gallon to MJ based on B100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Post-Harvest,Energy use associated with mobile machinery,Crop Transportation | Biodiesel (on-road heavy-duty truck),0,0,0,0,0,NA,NA,126.1319,gallon,NA,126.1319,"converting 119,550 btu/gallon to MJ based on B100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Irrigation Operations | Diesel (ag equipment),0,0,0,0,0,NA,NA,144.9446,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Irrigation Operations | Gasoline,0,0,0,0,0,NA,NA,118.2865,gallon,NA,118.2865,converting 112114 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Irrigation Operations | LPG,0,0,0,0,0,NA,NA,88.88846,gallon,NA,88.88846,converting 84250 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Irrigation Operations | Natural gas,0,0,0,0,0,NA,NA,1.076157,SCF,NA,1.076157,"converting 1,020 btu/scf to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Crop Drying | Diesel (ag equipment),0,0,0,0,0,NA,NA,144.9446,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Crop Drying | Gasoline,0,0,0,0,0,NA,NA,118.2865,gallon,NA,118.2865,converting 112114 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Crop Drying | LPG,0,0,0,0,0,NA,NA,88.88846,gallon,NA,88.88846,converting 84250 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with stationary machinery,Crop Drying | Natural gas,0,0,0,0,0,NA,NA,1.076157,SCF,NA,1.076157,"converting 1,020 btu/scf to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Post-Harvest,Energy use associated with stationary machinery,Crop Drying | Diesel (ag equipment),0,0,0,0,0,NA,NA,144.9446,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Post-Harvest,Energy use associated with stationary machinery,Crop Drying | Gasoline,0,0,0,0,0,NA,NA,118.2865,gallon,NA,118.2865,converting 112114 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Post-Harvest,Energy use associated with stationary machinery,Crop Drying | LPG,0,0,0,0,0,NA,NA,88.88846,gallon,NA,88.88846,converting 84250 btu/gallon to MJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Post-Harvest,Energy use associated with stationary machinery,Crop Drying | Natural gas,0,0,0,0,0,NA,NA,1.076157,SCF,NA,1.076157,"converting 1,020 btu/scf to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,On-Farm Mechanical,Energy use associated with mobile machinery,Manure Transportation | Diesel (on-road medium-heavy duty truck),0,0,0,0,0,NA,NA,144.9446,gallon,NA,144.9446,"converting 137,381 btu/gallon to MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with mobile machinery,Field Operations | Diesel (ag equipment),10.20376341,0,0.001269224,0,0.001069346,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with transportation of crop production,Crop Transportation | Biodiesel (on-road heavy-duty truck),0,9.482742537313433,0,9.948065385657254e-5,1.4211521979510362e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with transportation of crop production,Crop Transportation | Diesel (on-road medium-heavy duty truck),10.20376341,0,9.09444143009729e-4,0,3.05014406693625e-4,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Post-Harvest,GHG emissions associated with transportation of crop production,Crop Transportation | Biodiesel (on-road heavy-duty truck),0,9.482742537313433,0,9.948065385657254e-5,1.4211521979510362e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Post-Harvest,GHG emissions associated with transportation of crop production,Crop Transportation | Diesel (on-road medium-heavy duty truck),10.20376341,0,9.09444143009729e-4,0,3.05014406693625e-4,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Crop Drying | Diesel (ag equipment),10.20376341,0,0.001269224,0,0.001069346,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Crop Drying | Gasoline,8.723056869,0,3.72674033149171e-4,0,7.45348066298343e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Crop Drying | LPG,5.643816502,0,2.74371244635193e-4,0,5.48742489270386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Crop Drying | Natural gas,0.05443729,0,1.02595722048913e-6,0,1.02595722048913e-7,NA,NA,0,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Post-Harvest,GHG emissions associated with stationary machinery,Crop Drying | Diesel (ag equipment),10.20376341,0,0.001269224,0,0.001069346,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Post-Harvest,GHG emissions associated with stationary machinery,Crop Drying | Gasoline,8.723056869,0,3.72674033149171e-4,0,7.45348066298343e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Post-Harvest,GHG emissions associated with stationary machinery,Crop Drying | LPG,5.643816502,0,2.74371244635193e-4,0,5.48742489270386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Post-Harvest,GHG emissions associated with stationary machinery,Crop Drying | Natural gas,0.05443729,0,1.02595722048913e-6,0,1.02595722048913e-7,NA,NA,0,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Irrigation Operations | Diesel (ag equipment),10.20376341,0,0.001269224,0,0.001069346,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Irrigation Operations | Gasoline,8.723056869,0,3.72674033149171e-4,0,7.45348066298343e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Irrigation Operations | LPG,5.643816502,0,2.74371244635193e-4,0,5.48742489270386e-5,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with stationary machinery,Irrigation Operations | Natural gas,0.05443729,0,1.02595722048913e-6,0,1.02595722048913e-7,NA,NA,0,SCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Mechanical,GHG emissions associated with mobile machinery,Manure Transportation | Diesel (on-road medium-heavy duty truck),10.20376341,0,9.09444143009729e-4,0,3.05014406693625e-4,NA,NA,0,gallon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonia (aqueous),0,NA,0,NA,0,NA,NA,0.009438179,kg fertilizer,NA,NA,NA,0.2,0,0,0,0,0,0,1,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonia (aqueous) (green ammonia),0,NA,0,NA,0,NA,NA,0.010818665,kg fertilizer,NA,NA,NA,0.2,0,0,0,0,0,0,1,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonia (conventional),0,NA,0,NA,0,NA,NA,37.75271770623694,kg fertilizer,NA,NA,NA,0.82,0,0,0,0,0,0,1,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonia (green),0,NA,0,NA,0,NA,NA,43.27466168,kg fertilizer,NA,NA,NA,0.82,0,0,0,0,0,0,1,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonium nitrate,0,NA,0,NA,0,NA,NA,14.698675047074367,kg fertilizer,NA,NA,NA,0.35,0,0,0,0.487,0.513,0,0,0,0,0.05
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonium nitrate (green ammonia),0,NA,0,NA,0,NA,NA,15.874849113485901,kg fertilizer,NA,NA,NA,0.35,0,0,0,0.78,0.225,0,0.2125,0,0,0.05
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonium sulfate,0,NA,0,NA,0,NA,NA,18.04438069625836,kg fertilizer,NA,NA,NA,0.21,0,0,0.24,0,0.273,0,0,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Ammonium sulfate (green ammonia),0,NA,0,NA,0,NA,NA,19.46774862258428,kg fertilizer,NA,NA,NA,0.21,0,0,0.24,0,0,0,0,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Calcium ammonium nitrate,0,NA,0,NA,0,NA,NA,13.664384326874988,kg fertilizer,NA,NA,NA,0.27,0,0,0,0.135,0,0,0.135,0.086,0,0.05
Energy Use,Upstream,Energy use associated with production of fertilizers,Calcium ammonium nitrate (green ammonia),0,NA,0,NA,0,NA,NA,14.484950870028165,kg fertilizer,NA,NA,NA,0.27,0,0,0,0.135,0,0,0.135,0.086,0,0.05
Energy Use,Upstream,Energy use associated with production of fertilizers,Diammonium phosphate,0,NA,0,NA,0,NA,NA,23.913593264633853,kg fertilizer,NA,NA,NA,0.18,0.2,0.46,0,0,0.273,0,0,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Diammonium phosphate (green ammonia),0,NA,0,NA,0,NA,NA,25.13504727163024,kg fertilizer,NA,NA,NA,0.18,0.2,0.46,0,0,0.273,0,0,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Gypsum,0,NA,0,NA,0,NA,NA,3.6663426731403697e-4,kg fertilizer,NA,NA,NA,0,0,0,0.17,0,0,0,0,0.22,0,0
Energy Use,Upstream,Energy use associated with production of fertilizers,K2O,0,NA,0,NA,0,NA,NA,8.731519069951004,kg K2O,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.83,0
Energy Use,Upstream,Energy use associated with production of fertilizers,Lime (calcitic),0,NA,0,NA,0,NA,NA,0.030180061,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0.4,0,0
Energy Use,Upstream,Energy use associated with production of fertilizers,Lime (dolomitic),0,NA,0,NA,0,NA,NA,0.030180061,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0.4,0,0
Energy Use,Upstream,Energy use associated with production of fertilizers,Monoammonium phosphate,0,NA,0,NA,0,NA,NA,22.41208435,kg fertilizer,NA,NA,NA,0.12,0.27,0.61,0,0,0.12,0,0,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Monoammonium phosphate (green ammonia),0,NA,0,NA,0,NA,NA,23.155338012743105,kg fertilizer,NA,NA,NA,0.12,0.27,0.61,0,0,0.12,0,0,0,0,0.08
Energy Use,Upstream,Energy use associated with production of fertilizers,Potash (MOP),0,NA,0,NA,0,NA,NA,5.238911441970602,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.524,0
Energy Use,Upstream,Energy use associated with production of fertilizers,Potassium nitrate,0,NA,0,NA,0,NA,NA,14.942064744593663,kg fertilizer,NA,NA,NA,0.138,0,0,0,0.606,0,0,0,0,0.384,0.01
Energy Use,Upstream,Energy use associated with production of fertilizers,Sulfur,0,NA,0,NA,0,NA,NA,6.643309191514442,kg fertilizer,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0
Energy Use,Upstream,Energy use associated with production of fertilizers,Urea,0,NA,0,NA,0,NA,NA,28.221792822814493,kg fertilizer,NA,NA,NA,0.46,0,0,0,0,0,1,0,0,0,0.15
Energy Use,Upstream,Energy use associated with production of fertilizers,Urea (green ammonia),0,NA,0,NA,0,NA,NA,39.74038251983655,kg fertilizer,NA,NA,NA,0.46,0,0,0,0,0,1,0,0,0,0.15
Energy Use,Upstream,Energy use associated with production of fertilizers,Urea ammonium nitrate,0,NA,0,NA,0,NA,NA,53.58118520094377,kg fertilizer,NA,NA,NA,0.32,0,0,0,0.25,0.25,0.5,0,0,0,0.1
Energy Use,Upstream,Energy use associated with production of fertilizers,Urea ammonium nitrate (green ammonia),0,NA,0,NA,0,NA,NA,67.81837689,kg fertilizer,NA,NA,NA,0.32,0,0,0,0.25,0.25,0.5,0,0,0,0.1
Energy Use,Upstream,Energy use associated with production of fertilizers,US average nitrogen fertilizer,0,NA,0,NA,0,NA,NA,55.42274890886421,kg N,NA,NA,NA,1,0,0,0,0.2675,0.2675,0.465,0,0,0,0.1
Energy Use,Upstream,Energy use associated with production of fertilizers,US average phosphate fertilizer,0,NA,0,NA,0,NA,NA,48.18213879706236,kg P2O5,NA,NA,NA,0,0.436,1,0,0,0,0,0,0,0,0
Energy Use,Upstream,Energy use associated with production of fertilizers,Micronutrient (boron),0,NA,0,NA,0,NA,NA,12.154977436826812,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
Energy Use,Upstream,Energy use associated with production of fertilizers,Micronutrient (zinc),0,NA,0,NA,0,NA,NA,32.32202664377549,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
