Metric,System Boundary,Source Category,Source Detail,CO2_fossil,CO2_biogenic,CH4_fossil,CH4_biogenic,N2O,NF3,SF6,MJ,Unit,Subregion,MJ/unit,Notes,Nprop,P fraction,P2O5 fraction,S fraction,NO3 fraction,NH4 fraction,Urea fraction,NH3 fraction,Ca fraction,K fraction,FR_sn
Energy Use,Upstream,Energy use associated with production of fertilizers,Micronutrient (manganese),0,NA,0,NA,0,NA,NA,28.844831091189988,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonia (aqueous),0.5411281202238931,NA,0.001558579,NA,9.51864365831688e-6,NA,NA,0,kg fertilizer,NA,NA,NA,0.2,0,0,0,0,0,0,1,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonia (aqueous) (green ammonia),0.029034137,NA,6.104585976120752e-5,NA,5.794170029654986e-7,NA,NA,0,kg fertilizer,NA,NA,NA,0.2,0,0,0,0,0,0,1,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonia (conventional),2.1645113138864787,NA,0.006234315,NA,3.807456686326051e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.82,0,0,0,0,0,0,1,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonia (green),0.049630556,NA,1.043507587891332e-4,NA,9.90454119107518e-7,NA,NA,0,kg fertilizer,NA,NA,NA,0.82,0,0,0,0,0,0,1,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonium nitrate,0.2366172051924985,NA,0.006118978,NA,0.003764038,NA,NA,0,kg fertilizer,NA,NA,NA,0.35,0,0,0,0.487,0.513,0,0,0,0,0.05
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonium nitrate (green ammonia),0.20197046560104864,NA,0.004832905,NA,0.003756498,NA,NA,0,kg fertilizer,NA,NA,NA,0.35,0,0,0,0.78,0.225,0,0.2125,0,0,0.05
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonium sulfate,0.1380654008073904,NA,0.001698018,NA,1.085565848069158e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.21,0,0,0.24,0,0.273,0,0,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Ammonium sulfate (green ammonia),0.096137034,NA,1.4051418723346246e-4,NA,1.8548950487433064e-6,NA,NA,0,kg fertilizer,NA,NA,NA,0.21,0,0,0.24,0,0,0,0,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Calcium ammonium nitrate,0.4531899149862288,NA,0.002278658,NA,5.43835870746849e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.27,0,0,0,0.135,0,0,0.135,0.086,0,0.05
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Calcium ammonium nitrate (green ammonia),0.13891646332659988,NA,0.001367739,NA,4.887284985153358e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.27,0,0,0,0.135,0,0,0.135,0.086,0,0.05
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Diammonium phosphate,0.8351135192013591,NA,0.00291291,NA,2.6185837936333395e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.18,0.2,0.46,0,0,0.273,0,0,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Diammonium phosphate (green ammonia),0.799132961,NA,0.001576425,NA,1.845351621922037e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.18,0.2,0.46,0,0,0.273,0,0,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Gypsum,0.029785879,NA,4.622474100631902e-5,NA,1.7401048770427004e-7,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,0.17,0,0,0,0,0.22,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,K2O,0.4530918030889149,NA,9.157035584404116e-4,NA,6.800458087597853e-6,NA,NA,0,kg K2O,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.83,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Lime (calcitic),0.008860783,NA,1.1358530859024486e-5,NA,2.1890154427020737e-8,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0.4,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Lime (dolomitic),0.008860783,NA,1.1358530859024486e-5,NA,2.1890154427020737e-8,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0.4,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Monoammonium phosphate,0.8941158098729092,NA,0.002620678,NA,2.568180946983447e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.12,0.27,0.61,0,0,0.12,0,0,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Monoammonium phosphate (green ammonia),0.8722216730231008,NA,0.001805984,NA,2.1134297417361787e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.12,0.27,0.61,0,0,0.12,0,0,0,0,0.08
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Potash (MOP),0.27185508185334895,NA,5.494221350642468e-4,NA,4.080274852558712e-6,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.524,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Potassium nitrate,0.4202005165964705,NA,0.001469217,NA,0.010635043,NA,NA,0,kg fertilizer,NA,NA,NA,0.138,0,0,0,0.606,0,0,0,0,0.384,0.01
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Sulfur,0.333018288,NA,0.001004367,NA,7.059084099379393e-6,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Urea,-0.208597733,NA,0.004628225,NA,2.9284496521163868e-5,NA,NA,0,kg fertilizer,NA,NA,NA,0.46,0,0,0,0,0,1,0,0,0,0.15
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Urea (green ammonia),-0.300826378,NA,0.001209285,NA,8.715516911188294e-6,NA,NA,0,kg fertilizer,NA,NA,NA,0.46,0,0,0,0,0,1,0,0,0,0.15
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Urea ammonium nitrate,0.6810129918860218,NA,0.013898456,NA,0.005425029,NA,NA,0,kg fertilizer,NA,NA,NA,0.32,0,0,0,0.25,0.25,0.5,0,0,0,0.1
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Urea ammonium nitrate (green ammonia),0.5309389314077894,NA,0.008319615,NA,0.005393257,NA,NA,0,kg fertilizer,NA,NA,NA,0.32,0,0,0,0.25,0.25,0.5,0,0,0,0.1
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,US average nitrogen fertilizer,0.763063668,NA,0.011184626,NA,0.002636895,NA,NA,0,kg N,NA,NA,NA,1,0,0,0,0.2675,0.2675,0.465,0,0,0,0.1
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,US average phosphate fertilizer,1.8041795794951825,NA,0.005749796,NA,5.400403436281054e-5,NA,NA,0,kg P2O5,NA,NA,NA,0,0.436,1,0,0,0,0,0,0,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Micronutrient (boron),0.4709100645774173,NA,9.837041011509626e-4,NA,0.000114765,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Micronutrient (zinc),1.591602694418346,NA,0.004118352,NA,2.05027349405099e-4,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
GHG Emissions,Upstream,GHG emissions associated with production of fertilizers,Micronutrient (manganese),1.780112506227324,NA,0.00293118,NA,2.3780958894526892e-4,NA,NA,0,kg fertilizer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
Energy Use,Upstream,Energy use associated with production of pesticides,Fumigants,0,NA,0,NA,0,NA,NA,61.825088194547064,kg product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of pesticides,Fungicides,0,NA,0,NA,0,NA,NA,344.7357388316151,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of pesticides,Growth Regulators,0,NA,0,NA,0,NA,NA,420.6987399770905,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of pesticides,Herbicides,0,NA,0,NA,0,NA,NA,431.6790378006873,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of pesticides,Insecticides,0,NA,0,NA,0,NA,NA,405.78144329896907,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of pesticides,Seed Treatment,0,NA,0,NA,0,NA,NA,435.2987399770905,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of pesticides,Inoculant,0,NA,0,NA,0,NA,NA,11.43,kg product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of pesticides,Herbicides (sulfuric acid),0,NA,0,NA,0,NA,NA,2.7893585522915845,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Fumigants,1.1447496279750018,NA,0.010757885,NA,3.267254240472419e-4,NA,NA,0,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Fungicides,14.991647473016812,NA,0.029324185,NA,2.7929326499235565e-4,NA,NA,0,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Growth Regulators,62.710793334514264,NA,0.06042182,NA,0.004178274,NA,NA,0,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Herbicides,19.573369848799445,NA,0.037349752,NA,3.573225378224196e-4,NA,NA,0,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Insecticides,18.225797900326064,NA,0.034802187,NA,3.3507293014243807e-4,NA,NA,0,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Seed Treatment,22.26749035275929,NA,0.02229401,NA,0.002135984,NA,NA,0,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Inoculant,0.3523,NA,0,NA,0,NA,NA,0,kg product,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of pesticides,Herbicides (sulfuric acid),0.02569712,NA,5.135762595858484e-5,NA,4.538577103120114e-7,NA,NA,0,kg active ingredient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Alfalfa,0,NA,0,0,0,NA,NA,49.88445,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Barley,0,NA,0,0,0,NA,NA,13.371274,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Chickpeas (garbanzos),0,NA,0,0,0,NA,NA,9.022854,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Corn (grain),0,NA,0,0,0,NA,NA,5.195336,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Corn (silage),0,NA,0,0,0,NA,NA,5.195336,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Cotton,0,NA,0,0,0,NA,NA,37.59291,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Dry Beans,0,NA,0,0,0,NA,NA,22.634046,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Dry Peas,0,NA,0,0,0,NA,NA,14.567974,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Fava Beans,0,NA,0,0,0,NA,NA,4.578399,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Lentils,0,NA,0,0,0,NA,NA,8.275012,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Lupin,0,NA,0,0,0,NA,NA,33.321349,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Peanuts,0,NA,0,0,0,NA,NA,8.372763,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Potatoes,0,NA,0,0,0,NA,NA,1.618348,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Rice,0,NA,0,0,0,NA,NA,6.39416,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Sorghum,0,NA,0,0,0,NA,NA,25.554316,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Soybeans,0,NA,0,0,0,NA,NA,8.958917,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Sugar beets,0,NA,0,0,0,NA,NA,32.61247,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Wheat (durum),0,NA,0,0,0,NA,NA,20.177154,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Wheat (spring),0,NA,0,0,0,NA,NA,20.177154,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Wheat (winter),0,NA,0,0,0,NA,NA,20.177154,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Brassicas (interseeded),0,NA,0,0,0,NA,NA,5.98,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Brassicas,0,NA,0,0,0,NA,NA,5.98,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Clovers (interseeded),0,NA,0,0,0,NA,NA,8.87,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Clovers,0,NA,0,0,0,NA,NA,8.87,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Legumes,0,NA,0,0,0,NA,NA,8.87,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Spring cover crop mix (cool season),0,NA,0,0,0,NA,NA,8.99,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Winter cover crop mix (cool season),0,NA,0,0,0,NA,NA,8.99,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Cover crop mix (warm season),0,NA,0,0,0,NA,NA,8.99,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Cover crop grass spring mix (cool season),0,NA,0,0,0,NA,NA,20.177154,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Energy Use,Upstream,Energy use associated with production of seed,Seed | Cover crop grass winter mix (cool season),0,NA,0,0,0,NA,NA,20.177154,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Alfalfa,1.120923,NA,9.169416e-4,0,5.078312e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Barley,0.302364641,NA,2.10350386056234e-4,0,7.84732457528156e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Chickpeas (garbanzos),0.269342639,NA,1.45278661331814e-4,0,4.18367949578956e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Corn (grain),0.155488544,NA,8.70009027226795e-5,0,6.97381590276067e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Corn (silage),0.155488544,NA,8.70009027226795e-5,0,6.97381590276067e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Cotton,0.7781711,NA,8.796388e-4,0,1.907056e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Dry Beans,0.555916096,NA,3.78124698384279e-4,0,3.39711778059957e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Dry Peas,0.348332192,NA,2.49987524443219e-4,0,1.25311232191254e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Fava Beans,0.116980748,NA,7.93815305692913e-5,0,1.04804772876533e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Lentils,0.284534987,NA,1.26097944366828e-4,0,1.4164935150481e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Lupin,0.830215182,NA,5.92424377999543e-4,0,1.6428410221645e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Peanuts,0.220336349,NA,1.89170387877717e-4,0,2.69082422969763e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Potatoes,0.034840234,NA,1.94641359861492e-5,0,8.26224045082723e-6,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Rice,0.149063516,NA,1.19411204672601e-4,0.059320778,3.49628593262347e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Sorghum,0.586798879,NA,4.65626382671099e-4,0,2.72101713100183e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Soybeans,0.286477139,NA,1.80468394611936e-4,0,1.45434368068636e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Sugar beets,0.8737845,NA,5.381565e-4,0,3.757819e-5,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Wheat (durum),0.49463159,NA,3.3818558275895e-4,0,4.09433890806509e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Wheat (spring),0.49463159,NA,3.3818558275895e-4,0,4.09433890806509e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Wheat (winter),0.49463159,NA,3.3818558275895e-4,0,4.09433890806509e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Brassicas (interseeded),0.158,NA,1.03e-4,0,1.13e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Brassicas,0.158,NA,1.03e-4,0,1.13e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Clovers (interseeded),0.224,NA,1.59e-4,0,1.23e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Clovers,0.224,NA,1.59e-4,0,1.23e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Legumes,0.224,NA,1.59e-4,0,1.23e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Spring cover crop mix (cool season),0.226,NA,1.6e-4,0,1.31e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Winter cover crop mix (cool season),0.226,NA,1.6e-4,0,1.31e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Cover crop mix (warm season),0.226,NA,1.6e-4,0,1.31e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Cover crop grass spring mix (cool season),0.49463159,NA,3.3818558275895e-4,0,4.09433890806509e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,Upstream,GHG emissions associated with production of seed,Seed | Cover crop grass winter mix (cool season),0.49463159,NA,3.3818558275895e-4,0,4.09433890806509e-4,NA,NA,0,kg seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,CH4 flux from non-flooded soils,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,CO2 from carbonate lime applications to soils,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,CO2 from urea fertilizer applications,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,Non-CO2 emissions from biomass burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,Direct land use change emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,Soil N2O,Direct emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,Soil N2O,Indirect emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,CH4 emissions from flooded rice cultivation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHG Emissions,On-Farm Non-Mechanical Sources and Sinks,Soil carbon stock changes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
